payment_id,customer_id,amount,timestamp,payment_status,failure_reason,attempt_number,payment_method,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success,recovery_probability_ground_truth,recoverable,baseline_action,optimal_action,recovered,amount_recovered,split
PAY215591,C101602,10518.19,2026-01-29 19:58:51,failed,expired_card,1,netbanking,143781.87,20,0.9154,0.0846,7853.44,37,0.5191,1,retry,send_payment_link,0,0.0,train
PAY215592,C103631,2081.52,2026-05-15 14:49:35,failed,payment_method_invalid,1,upi,9565.48,9,0.6249,0.3751,1700.73,60,0.1685,0,retry,send_payment_link,0,0.0,train
PAY215593,C101814,15909.35,2026-04-11 04:51:07,failed,bank_decline,1,card,483778.01,39,0.9508,0.0492,13046.76,92,0.6042,1,retry,send_payment_link,1,15909.35,validation
PAY215594,C102377,5053.63,2026-02-05 13:22:09,failed,network_error,3,upi,54112.22,8,0.9189,0.0811,7360.8,46,0.7551,1,stop,schedule_retry,1,5053.63,train
PAY215595,C103644,1926.53,2026-03-29 19:10:03,failed,bank_decline,2,card,4780.57,4,0.7672,0.2328,1557.85,32,0.4424,0,retry,stop,0,0.0,train
PAY215596,C103779,2437.87,2026-02-13 08:26:42,failed,insufficient_funds,1,card,30222.28,18,0.6038,0.3962,2780.81,16,0.5563,0,retry,send_payment_link,0,0.0,train
PAY215597,C102255,12326.51,2026-02-22 22:56:39,failed,insufficient_funds,4,card,267198.49,24,0.86,0.14,12945.94,28,0.4876,0,stop,stop,0,0.0,train
PAY215598,C101060,13407.31,2026-03-16 16:31:07,failed,network_error,2,upi,105108.73,12,0.611,0.389,14335.84,3,0.5791,1,retry,send_payment_link,1,13407.31,train
PAY215599,C100401,10258.74,2026-05-26 21:56:14,failed,insufficient_funds,2,card,128085.9,30,0.5908,0.4092,7226.43,42,0.5155,1,retry,send_payment_link,1,10258.74,train
PAY215600,C103439,8677.82,2026-01-15 04:28:16,failed,insufficient_funds,3,upi,108747.81,28,0.8676,0.1324,4476.74,23,0.5592,0,stop,stop,0,0.0,test
PAY215601,C102095,2064.96,2026-05-17 00:26:31,failed,insufficient_funds,1,card,33441.5,13,0.9251,0.0749,2780.81,6,0.7364,1,retry,schedule_retry,1,2064.96,train
PAY215602,C102265,3188.61,2026-04-27 09:45:44,failed,insufficient_funds,2,upi,3597.0,2,0.8394,0.1606,2142.54,11,0.6412,0,retry,retry,0,0.0,train
PAY215603,C103813,3547.46,2026-03-25 10:51:48,failed,authentication_failure,1,netbanking,5510.12,2,0.755,0.245,3648.85,27,0.5702,1,retry,send_payment_link,1,3547.46,train
PAY215604,C101485,9486.92,2026-02-04 02:47:37,failed,network_error,1,card,21451.58,4,0.7643,0.2357,7016.82,60,0.8736,1,retry,schedule_retry,1,9486.92,train
PAY215605,C100400,5157.82,2026-05-02 15:43:34,failed,payment_method_invalid,2,card,136334.0,34,0.8955,0.1045,4477.7,34,0.2527,0,retry,send_payment_link,0,0.0,train
PAY215606,C102693,6824.37,2026-04-30 12:15:51,failed,authentication_failure,2,upi,60806.44,13,0.5734,0.4266,8156.99,30,0.2371,1,retry,stop,0,0.0,train
PAY215607,C103884,4661.03,2026-05-08 19:13:53,failed,authentication_failure,1,card,64267.81,21,0.5464,0.4536,5600.8,19,0.3456,0,retry,stop,0,0.0,train
PAY215608,C100679,18051.46,2026-03-22 22:25:53,failed,insufficient_funds,2,netbanking,440040.05,25,0.9392,0.0608,18740.17,28,0.6746,0,retry,retry,0,0.0,train
PAY215609,C103950,27299.37,2026-06-10 02:47:20,failed,network_error,1,card,463893.03,24,0.8337,0.1663,23183.45,14,0.8788,1,retry,schedule_retry,1,27299.37,train
PAY215610,C102164,48735.46,2026-01-20 07:19:49,failed,network_error,4,card,666946.96,17,0.995,0.005,39429.32,8,0.7018,1,stop,retry,1,48735.46,train
PAY215611,C102242,11100.57,2026-04-07 22:58:07,failed,network_error,2,card,68579.11,20,0.9078,0.0922,3777.25,30,0.8167,0,retry,schedule_retry,1,11100.57,test
PAY215612,C103838,85957.64,2026-01-08 08:12:10,failed,insufficient_funds,2,card,4411925.0,69,0.9361,0.0639,68304.71,47,0.7365,1,retry,escalate,0,0.0,validation
PAY215613,C101329,12678.52,2026-05-26 01:56:41,failed,insufficient_funds,3,card,14045.05,1,0.7318,0.2682,19193.58,16,0.5061,1,stop,stop,0,0.0,train
PAY215614,C102981,3914.58,2026-05-10 11:53:59,failed,bank_decline,1,wallet,59575.24,26,0.9461,0.0539,2421.9,58,0.631,1,retry,retry,0,0.0,train
PAY215615,C100034,4918.78,2026-03-29 22:59:28,failed,expired_card,2,card,71790.49,20,0.9359,0.0641,3835.28,47,0.392,1,retry,send_payment_link,1,4918.78,train
PAY215616,C102685,13643.48,2026-02-12 16:50:33,failed,network_error,1,upi,786683.07,57,0.995,0.005,13870.81,71,0.98,1,retry,schedule_retry,1,13643.48,train
PAY215617,C100062,5910.34,2026-07-12 14:22:15,failed,network_error,3,wallet,71377.7,10,0.8533,0.1467,8364.67,11,0.7489,1,stop,schedule_retry,0,0.0,train
PAY215618,C100016,6048.17,2026-07-12 13:24:35,failed,bank_decline,1,card,204437.63,33,0.9677,0.0323,6402.16,75,0.5996,1,retry,send_payment_link,1,6048.17,train
PAY215619,C101552,3825.4,2026-04-10 18:08:28,failed,expired_card,2,card,20263.83,10,0.8312,0.1688,2437.78,111,0.3011,1,retry,send_payment_link,1,3825.4,train
PAY215620,C101490,5387.51,2026-07-28 12:33:29,failed,expired_card,1,card,8918.57,3,0.6844,0.3156,4343.51,28,0.427,0,retry,send_payment_link,1,5387.51,train
PAY215621,C103132,4972.8,2026-07-13 13:57:00,failed,authentication_failure,1,card,4632.95,2,0.7803,0.2197,2968.61,79,0.5776,1,retry,send_payment_link,1,4972.8,train
PAY215622,C103566,93621.72,2026-01-29 00:03:56,failed,bank_decline,4,card,1447247.31,28,0.9078,0.0922,56936.97,5,0.2662,0,stop,stop,0,0.0,train
PAY215623,C103769,8027.11,2026-06-27 00:24:59,failed,network_error,1,upi,240314.89,34,0.9858,0.0142,7169.75,63,0.9485,1,retry,schedule_retry,1,8027.11,train
PAY215624,C102493,5526.09,2026-01-20 20:57:16,failed,network_error,1,card,270178.16,33,0.5126,0.4874,15973.31,75,0.6573,1,retry,retry,0,0.0,test
PAY215625,C100619,5521.9,2026-05-06 22:53:19,failed,insufficient_funds,4,card,27273.05,5,0.7502,0.2498,7270.66,23,0.3692,1,stop,stop,0,0.0,test
PAY215626,C102682,2585.63,2026-06-24 15:16:31,failed,network_error,1,upi,18031.92,5,0.8469,0.1531,4258.22,88,0.8931,1,retry,schedule_retry,1,2585.63,test
PAY215627,C101951,5773.07,2026-05-17 18:21:39,failed,authentication_failure,3,upi,10964.9,4,0.8122,0.1878,3375.18,39,0.3968,1,stop,stop,0,0.0,train
PAY215628,C102116,10329.05,2026-01-08 01:45:28,failed,bank_decline,3,upi,148652.4,19,0.9444,0.0556,8284.56,32,0.3773,0,stop,stop,0,0.0,train
PAY215629,C102006,4195.22,2026-04-23 14:24:25,failed,bank_decline,1,card,66014.26,16,0.9493,0.0507,4346.16,4,0.5884,1,retry,send_payment_link,0,0.0,train
PAY215630,C103531,2748.12,2026-05-21 21:05:44,failed,insufficient_funds,1,upi,7823.17,3,0.8231,0.1769,3168.05,25,0.778,1,retry,schedule_retry,1,2748.12,validation
PAY215631,C101521,14581.81,2026-04-01 03:25:20,failed,bank_decline,2,upi,230486.1,27,0.8905,0.1095,9586.45,33,0.4838,0,retry,send_payment_link,1,14581.81,validation
PAY215632,C103857,4301.39,2026-06-19 16:15:35,failed,insufficient_funds,2,netbanking,129120.49,25,0.9123,0.0877,5661.06,22,0.686,1,retry,retry,1,4301.39,train
PAY215633,C102159,1644.67,2026-06-11 19:31:10,failed,network_error,3,card,7092.13,4,0.7141,0.2859,2483.06,40,0.6613,1,stop,stop,0,0.0,test
PAY215634,C102751,23417.13,2026-07-07 12:19:09,failed,bank_decline,2,upi,824889.31,24,0.9433,0.0567,36435.7,56,0.6399,0,retry,retry,1,23417.13,validation
PAY215635,C103700,11701.19,2026-01-19 23:57:02,failed,insufficient_funds,1,upi,377207.64,35,0.995,0.005,10831.52,41,0.9051,1,retry,schedule_retry,1,11701.19,test
PAY215636,C103258,4593.65,2026-02-18 09:05:32,failed,network_error,1,card,49055.46,9,0.9279,0.0721,5874.14,18,0.9283,1,retry,schedule_retry,1,4593.65,train
PAY215637,C101754,8395.06,2026-05-06 23:59:14,failed,insufficient_funds,1,netbanking,38649.82,7,0.9697,0.0303,5693.9,90,0.7713,1,retry,schedule_retry,1,8395.06,train
PAY215638,C100816,88877.73,2026-05-08 23:08:27,failed,insufficient_funds,1,upi,2709123.47,32,0.9847,0.0153,85978.68,43,0.9021,1,retry,escalate,1,88877.73,train
PAY215639,C100551,3726.46,2026-05-03 21:57:37,failed,network_error,1,netbanking,17973.9,4,0.7658,0.2342,5867.42,10,0.8871,0,retry,schedule_retry,1,3726.46,train
PAY215640,C101455,2908.28,2026-02-25 07:43:52,failed,expired_card,3,card,2364.91,1,0.7724,0.2276,3061.94,4,0.192,1,stop,stop,0,0.0,validation
PAY215641,C102661,6230.48,2026-06-07 12:44:26,failed,insufficient_funds,2,card,60516.66,8,0.8901,0.1099,8498.3,40,0.6247,0,retry,retry,1,6230.48,train
PAY215642,C103194,7091.06,2026-01-18 23:42:30,failed,insufficient_funds,3,card,57270.74,8,0.995,0.005,7194.82,14,0.6677,0,stop,stop,0,0.0,validation
PAY215643,C100125,7122.21,2026-01-16 03:39:21,failed,network_error,1,upi,71397.11,17,0.8883,0.1117,4727.75,22,0.9369,1,retry,schedule_retry,1,7122.21,train
PAY215644,C101848,8000.49,2026-04-17 20:14:49,failed,insufficient_funds,1,card,210853.39,29,0.8846,0.1154,8219.04,25,0.8236,1,retry,schedule_retry,1,8000.49,train
PAY215645,C103760,25627.45,2026-04-28 20:57:02,failed,authentication_failure,1,card,471116.03,24,0.6225,0.3775,31536.25,47,0.467,1,retry,send_payment_link,0,0.0,train
PAY215646,C103288,2258.54,2026-04-22 19:55:53,failed,authentication_failure,2,upi,4435.65,3,0.7843,0.2157,1885.16,50,0.4635,0,retry,send_payment_link,1,2258.54,train
PAY215647,C103759,1907.53,2026-01-17 01:31:11,failed,expired_card,1,card,3411.99,2,0.7895,0.2105,2160.81,41,0.4285,0,retry,send_payment_link,0,0.0,train
PAY215648,C103827,6327.65,2026-03-09 12:19:26,failed,bank_decline,1,upi,39475.95,8,0.9634,0.0366,5121.91,40,0.6504,1,retry,retry,1,6327.65,test
PAY215649,C100368,3626.55,2026-03-17 10:34:34,failed,expired_card,2,netbanking,25869.41,9,0.9105,0.0895,3157.05,56,0.3383,1,retry,send_payment_link,0,0.0,validation
PAY215650,C102724,849.26,2026-03-25 22:57:52,failed,network_error,1,card,2903.87,3,0.807,0.193,1199.47,13,0.8826,1,retry,schedule_retry,1,849.26,test
PAY215651,C102203,1177.43,2026-03-23 00:36:43,failed,expired_card,2,upi,5474.93,4,0.7515,0.2485,1821.37,42,0.3221,0,retry,send_payment_link,0,0.0,train
PAY215652,C101909,29689.33,2026-04-25 15:54:06,failed,network_error,1,card,2101660.01,68,0.9357,0.0643,33031.36,55,0.9546,1,retry,schedule_retry,1,29689.33,validation
PAY215653,C103189,8260.43,2026-03-29 19:02:35,failed,network_error,2,upi,100212.43,16,0.8954,0.1046,6995.23,106,0.8086,1,retry,schedule_retry,0,0.0,test
PAY215654,C103738,44433.1,2026-06-04 15:33:29,failed,authentication_failure,1,upi,568059.52,25,0.9581,0.0419,23716.23,31,0.739,1,retry,retry,0,0.0,test
PAY215655,C101858,4636.0,2026-03-18 06:23:43,failed,authentication_failure,1,upi,97575.64,17,0.8512,0.1488,6743.12,27,0.5856,1,retry,send_payment_link,0,0.0,train
PAY215656,C102594,2790.34,2026-02-05 00:09:02,failed,network_error,1,upi,62391.23,17,0.9435,0.0565,3890.04,31,0.98,1,retry,schedule_retry,1,2790.34,test
PAY215657,C101915,4269.64,2026-04-16 14:36:46,failed,payment_method_invalid,2,upi,53858.34,21,0.8615,0.1385,2977.12,14,0.2887,0,retry,send_payment_link,1,4269.64,validation
PAY215658,C102543,8514.61,2026-06-19 07:49:22,failed,bank_decline,2,card,213990.4,29,0.9435,0.0565,7821.06,31,0.5341,0,retry,send_payment_link,1,8514.61,test
PAY215659,C103880,8013.81,2026-01-04 09:54:20,failed,bank_decline,3,wallet,193916.83,27,0.8559,0.1441,8390.83,12,0.3311,0,stop,stop,0,0.0,train
PAY215660,C103245,12240.92,2026-05-21 19:55:07,failed,bank_decline,2,card,226103.95,28,0.8485,0.1515,9517.21,49,0.4688,0,retry,send_payment_link,1,12240.92,train
PAY215661,C100922,7617.79,2026-07-30 19:44:04,failed,authentication_failure,1,upi,39036.04,9,0.8935,0.1065,4854.14,72,0.6161,0,retry,send_payment_link,1,7617.79,validation
PAY215662,C103467,6282.13,2026-01-25 07:45:34,failed,payment_method_invalid,1,card,82792.86,21,0.9171,0.0829,4299.11,57,0.3522,1,retry,send_payment_link,0,0.0,test
PAY215663,C102105,5145.14,2026-01-30 09:56:26,failed,expired_card,2,upi,200444.04,33,0.9381,0.0619,6474.62,46,0.4307,0,retry,send_payment_link,0,0.0,train
PAY215664,C102337,13588.86,2026-01-14 14:26:07,failed,network_error,2,upi,136019.03,13,0.9123,0.0877,11468.66,26,0.8636,0,retry,schedule_retry,1,13588.86,train
PAY215665,C100459,17922.27,2026-01-21 01:18:09,failed,bank_decline,2,upi,352097.48,33,0.8986,0.1014,11873.15,20,0.55,1,retry,send_payment_link,0,0.0,validation
PAY215666,C101779,24315.42,2026-07-12 23:59:12,failed,network_error,1,upi,829013.44,33,0.9487,0.0513,26480.8,26,0.9755,1,retry,schedule_retry,1,24315.42,validation
PAY215667,C101209,10151.89,2026-07-04 16:36:30,failed,expired_card,1,upi,192183.1,23,0.9533,0.0467,8765.56,25,0.5333,0,retry,send_payment_link,0,0.0,train
PAY215668,C100351,1712.2,2026-01-01 06:20:41,failed,payment_method_invalid,1,card,8164.97,5,0.7894,0.2106,2068.68,80,0.2878,1,retry,send_payment_link,1,1712.2,train
PAY215669,C103403,8083.76,2026-03-30 19:07:25,failed,authentication_failure,2,upi,91729.29,15,0.5508,0.4492,11102.75,62,0.344,0,retry,stop,0,0.0,validation
PAY215670,C100516,13217.97,2026-05-29 08:54:46,failed,bank_decline,2,upi,62389.67,6,0.9246,0.0754,11246.78,23,0.4595,0,retry,send_payment_link,0,0.0,train
PAY215671,C102865,2128.93,2026-07-15 18:14:10,failed,network_error,1,card,1136.91,1,0.7502,0.2498,1515.48,18,0.8915,0,retry,schedule_retry,1,2128.93,validation
PAY215672,C102980,23230.61,2026-01-04 15:54:02,failed,network_error,1,upi,370975.81,24,0.8841,0.1159,17483.38,52,0.943,1,retry,schedule_retry,1,23230.61,train
PAY215673,C102448,4166.24,2026-02-28 20:01:44,failed,network_error,3,upi,128097.53,23,0.8518,0.1482,6538.78,10,0.7162,0,stop,retry,1,4166.24,test
PAY215674,C103361,6388.74,2026-07-16 18:14:47,failed,payment_method_invalid,1,upi,51645.66,15,0.8686,0.1314,3963.93,30,0.3645,1,retry,send_payment_link,1,6388.74,validation
PAY215675,C100455,3502.63,2026-05-13 03:52:30,failed,insufficient_funds,1,upi,6364.46,3,0.756,0.244,2806.04,13,0.7813,1,retry,schedule_retry,1,3502.63,validation
PAY215676,C100064,5898.79,2026-04-12 15:15:11,failed,authentication_failure,1,upi,35322.31,10,0.9054,0.0946,3901.5,23,0.657,1,retry,retry,1,5898.79,train
PAY215677,C103402,3960.72,2026-02-27 11:34:33,failed,network_error,1,upi,171240.43,32,0.995,0.005,5378.15,24,0.98,1,retry,schedule_retry,1,3960.72,train
PAY215678,C100732,4090.27,2026-01-03 05:17:47,failed,expired_card,2,upi,11236.0,5,0.7525,0.2475,2986.22,11,0.3293,0,retry,send_payment_link,0,0.0,train
PAY215679,C101192,25281.82,2026-06-27 02:02:25,failed,payment_method_invalid,1,wallet,354573.37,18,0.995,0.005,19797.51,48,0.4925,0,retry,send_payment_link,1,25281.82,train
PAY215680,C102759,3301.48,2026-02-02 23:19:08,failed,bank_decline,1,upi,87779.41,18,0.9689,0.0311,5033.13,30,0.6593,0,retry,retry,1,3301.48,test
PAY215681,C102139,50176.63,2026-07-12 02:09:04,failed,bank_decline,2,upi,879274.61,21,0.995,0.005,42080.62,18,0.549,0,retry,escalate,1,50176.63,train
PAY215682,C100803,9066.33,2026-01-09 00:25:12,failed,insufficient_funds,1,card,297070.37,26,0.8981,0.1019,12722.38,44,0.7923,1,retry,schedule_retry,0,0.0,test
PAY215683,C100933,22372.77,2026-07-14 06:16:00,failed,insufficient_funds,1,upi,1407405.19,65,0.995,0.005,21761.19,49,0.98,1,retry,schedule_retry,1,22372.77,train
PAY215684,C103344,11192.95,2026-07-23 17:06:13,failed,bank_decline,2,upi,101237.73,24,0.8676,0.1324,4862.04,39,0.5408,1,retry,send_payment_link,1,11192.95,train
PAY215685,C102082,11088.64,2026-02-03 23:31:48,failed,network_error,1,card,274376.36,31,0.9036,0.0964,9795.31,30,0.9628,1,retry,schedule_retry,1,11088.64,train
PAY215686,C103689,2892.06,2026-05-27 20:13:36,failed,bank_decline,1,upi,59398.42,21,0.9614,0.0386,2941.94,4,0.6263,0,retry,retry,0,0.0,validation
PAY215687,C102248,3564.15,2026-04-04 01:52:27,failed,network_error,4,card,169629.3,32,0.905,0.095,5857.17,46,0.6658,0,stop,stop,0,0.0,train
PAY215688,C102653,41994.18,2026-07-19 19:38:38,failed,insufficient_funds,2,card,1232176.23,38,0.8744,0.1256,37084.66,12,0.7613,1,retry,schedule_retry,1,41994.18,train
PAY215689,C101361,3277.07,2026-04-03 00:46:37,failed,authentication_failure,1,upi,57866.75,19,0.9018,0.0982,3377.38,33,0.5791,1,retry,send_payment_link,1,3277.07,train
PAY215690,C100119,1175.97,2026-05-16 23:54:01,failed,authentication_failure,1,wallet,20431.56,9,0.9774,0.0226,2322.6,77,0.6178,1,retry,send_payment_link,0,0.0,train
PAY215691,C102023,6057.89,2026-07-09 17:37:00,failed,payment_method_invalid,1,upi,182891.59,25,0.8436,0.1564,8672.25,50,0.2863,0,retry,send_payment_link,1,6057.89,test
PAY215692,C102921,6591.79,2026-03-04 07:32:14,failed,insufficient_funds,1,card,6207.71,2,0.6581,0.3419,4716.66,11,0.672,1,retry,retry,1,6591.79,train
PAY215693,C101624,10336.73,2026-07-05 23:44:41,failed,network_error,1,card,125653.75,21,0.9309,0.0691,6427.4,131,0.9478,1,retry,schedule_retry,1,10336.73,train
PAY215694,C103440,7798.93,2026-06-26 20:36:49,failed,network_error,2,wallet,158379.62,23,0.9273,0.0727,7425.63,23,0.8016,1,retry,schedule_retry,1,7798.93,test
PAY215695,C102789,6184.97,2026-07-06 02:11:37,failed,payment_method_invalid,1,card,28982.7,7,0.9761,0.0239,4241.59,55,0.4095,0,retry,send_payment_link,0,0.0,train
PAY215696,C102025,4263.37,2026-06-01 16:40:43,failed,bank_decline,4,netbanking,94204.93,27,0.8477,0.1523,4115.96,67,0.1822,1,stop,stop,0,0.0,train
PAY215697,C102175,1976.16,2026-02-02 00:51:53,failed,payment_method_invalid,1,upi,14924.51,7,0.8477,0.1523,2515.05,23,0.3511,1,retry,send_payment_link,0,0.0,train
PAY215698,C100909,13189.41,2026-03-16 23:39:02,failed,payment_method_invalid,1,wallet,71194.16,12,0.995,0.005,5962.66,11,0.3282,0,retry,send_payment_link,0,0.0,test
PAY215699,C103512,7238.63,2026-04-28 14:58:49,failed,insufficient_funds,1,upi,214003.36,28,0.6595,0.3405,11589.3,6,0.5614,1,retry,send_payment_link,0,0.0,test
PAY215700,C100238,2202.47,2026-07-15 15:23:15,failed,network_error,1,netbanking,5678.94,4,0.7654,0.2346,1854.91,22,0.8748,1,retry,schedule_retry,1,2202.47,train
PAY215701,C100198,2679.27,2026-02-21 01:11:12,failed,network_error,2,upi,12430.79,5,0.7566,0.2434,3286.1,75,0.7418,0,retry,schedule_retry,1,2679.27,validation
PAY215702,C103136,31460.41,2026-05-16 23:20:00,failed,bank_decline,2,card,1874452.08,57,0.995,0.005,33050.38,30,0.6003,1,retry,send_payment_link,0,0.0,train
PAY215703,C100106,16715.15,2026-02-17 15:04:16,failed,payment_method_invalid,1,upi,59987.62,7,0.9154,0.0846,9361.18,42,0.3725,1,retry,send_payment_link,0,0.0,train
PAY215704,C102037,2914.84,2026-03-20 03:30:54,failed,insufficient_funds,2,upi,9771.96,4,0.8717,0.1283,2802.41,93,0.5699,0,retry,send_payment_link,0,0.0,test
PAY215705,C100754,4471.64,2026-03-26 14:16:15,failed,authentication_failure,2,netbanking,107251.61,24,0.9137,0.0863,4891.07,23,0.5012,0,retry,send_payment_link,0,0.0,train
PAY215706,C102724,1014.45,2026-01-16 19:53:16,failed,insufficient_funds,1,wallet,2903.87,3,0.807,0.193,1199.47,13,0.728,1,retry,schedule_retry,1,1014.45,train
PAY215707,C100474,4166.7,2026-04-11 13:47:33,failed,expired_card,2,upi,83672.1,27,0.9271,0.0729,3342.75,40,0.421,1,retry,send_payment_link,1,4166.7,train
PAY215708,C101058,12639.98,2026-01-27 07:45:12,failed,insufficient_funds,1,card,150606.65,9,0.9732,0.0268,17195.28,46,0.72,1,retry,retry,1,12639.98,train
PAY215709,C102103,10369.99,2026-01-13 11:35:16,failed,bank_decline,2,card,198214.24,35,0.578,0.422,9798.61,129,0.2244,0,retry,stop,0,0.0,train
PAY215710,C101511,2490.28,2026-05-04 12:00:43,failed,expired_card,2,card,3776.21,2,0.7406,0.2594,2549.51,27,0.2716,1,retry,send_payment_link,1,2490.28,test
PAY215711,C100800,16462.73,2026-01-28 21:05:32,failed,network_error,1,card,336770.83,19,0.8382,0.1618,21145.87,11,0.98,1,retry,schedule_retry,1,16462.73,train
PAY215712,C100249,13215.49,2026-05-06 10:28:21,failed,payment_method_invalid,1,card,460419.18,24,0.9004,0.0996,21307.2,21,0.353,1,retry,send_payment_link,1,13215.49,train
PAY215713,C100064,4042.59,2026-06-16 20:04:42,failed,expired_card,1,card,35322.31,10,0.9054,0.0946,3901.5,23,0.5163,1,retry,send_payment_link,0,0.0,test
PAY215714,C100767,4644.51,2026-07-15 07:03:07,failed,insufficient_funds,1,upi,11636.22,3,0.7506,0.2494,5167.81,4,0.7825,1,retry,schedule_retry,1,4644.51,train
PAY215715,C101130,9099.69,2026-02-25 16:08:38,failed,network_error,1,wallet,24963.98,5,0.6075,0.3925,8218.34,9,0.7015,0,retry,retry,1,9099.69,train
PAY215716,C100479,4663.77,2026-07-05 09:59:04,failed,network_error,3,upi,288458.75,34,0.872,0.128,9729.15,21,0.7321,1,stop,schedule_retry,0,0.0,validation
PAY215717,C102036,7411.94,2026-06-26 15:30:20,failed,network_error,2,wallet,176403.98,34,0.6103,0.3897,8501.44,59,0.507,1,retry,send_payment_link,0,0.0,train
PAY215718,C103542,175788.5,2026-01-09 11:38:29,failed,insufficient_funds,2,upi,3210972.02,28,0.9002,0.0998,127393.13,23,0.4969,1,retry,escalate,0,0.0,train
PAY215719,C102857,3964.9,2026-02-01 19:39:04,failed,insufficient_funds,1,upi,75533.07,12,0.9125,0.0875,6897.84,6,0.7671,1,retry,schedule_retry,1,3964.9,train
PAY215720,C101228,11298.02,2026-07-01 16:33:28,failed,authentication_failure,1,card,19683.95,6,0.5729,0.4271,5726.19,34,0.3907,1,retry,stop,0,0.0,test
PAY215721,C101753,75220.41,2026-06-01 05:28:34,failed,payment_method_invalid,2,card,1082727.92,18,0.9295,0.0705,64716.7,9,0.2909,0,retry,escalate,0,0.0,train
PAY215722,C103077,3915.51,2026-03-04 23:17:55,failed,insufficient_funds,2,card,86149.3,25,0.8572,0.1428,4020.18,28,0.6571,1,retry,retry,1,3915.51,test
PAY215723,C103850,9499.63,2026-03-21 17:46:24,failed,authentication_failure,2,card,129841.75,17,0.8544,0.1456,8939.13,55,0.5027,1,retry,send_payment_link,0,0.0,train
PAY215724,C102205,4171.45,2026-03-24 16:16:39,failed,insufficient_funds,1,wallet,104091.13,22,0.8612,0.1388,5494.22,10,0.8284,1,retry,schedule_retry,1,4171.45,test
PAY215725,C100797,3124.05,2026-03-17 20:32:02,failed,bank_decline,1,card,1297.8,1,0.6985,0.3015,1857.91,10,0.5174,0,retry,send_payment_link,1,3124.05,train
PAY215726,C103469,7650.27,2026-04-02 04:51:14,failed,insufficient_funds,1,card,86031.63,21,0.5832,0.4168,7023.99,58,0.5696,0,retry,send_payment_link,0,0.0,train
PAY215727,C102056,2397.32,2026-07-31 20:39:48,failed,network_error,2,card,13316.48,9,0.6463,0.3537,2289.51,22,0.6274,1,retry,retry,1,2397.32,train
PAY215728,C100118,7844.15,2026-01-18 14:03:44,failed,network_error,2,upi,104050.07,22,0.8762,0.1238,5397.59,6,0.8264,1,retry,schedule_retry,1,7844.15,validation
PAY215729,C101012,1442.05,2026-03-15 08:40:10,failed,expired_card,1,upi,18951.68,18,0.8554,0.1446,1230.79,45,0.4909,1,retry,send_payment_link,1,1442.05,train
PAY215730,C102130,3653.58,2026-02-12 20:48:57,failed,bank_decline,1,netbanking,63106.25,14,0.995,0.005,4530.24,44,0.6139,1,retry,send_payment_link,0,0.0,validation
PAY215731,C103226,5383.16,2026-04-01 05:49:10,failed,authentication_failure,4,netbanking,35492.65,8,0.8333,0.1667,5324.09,48,0.3395,0,stop,stop,0,0.0,test
PAY215732,C103408,8948.31,2026-05-25 14:42:52,failed,insufficient_funds,2,card,71518.18,11,0.9067,0.0933,7170.82,28,0.6549,0,retry,retry,1,8948.31,train
PAY215733,C100751,8020.71,2026-07-15 05:17:48,failed,bank_decline,1,upi,168284.21,24,0.9129,0.0871,7681.06,24,0.6261,0,retry,retry,1,8020.71,train
PAY215734,C102891,17020.68,2026-05-15 09:14:44,failed,insufficient_funds,1,card,407987.59,26,0.5886,0.4114,26661.35,99,0.4924,1,retry,send_payment_link,1,17020.68,test
PAY215735,C103846,62893.17,2026-03-06 20:38:31,failed,insufficient_funds,1,upi,1398917.35,40,0.9284,0.0716,37668.96,62,0.8634,1,retry,escalate,0,0.0,validation
PAY215736,C103195,5662.71,2026-02-12 10:00:23,failed,network_error,1,upi,82623.11,18,0.8769,0.1231,5234.52,15,0.9435,1,retry,schedule_retry,1,5662.71,train
PAY215737,C102866,3352.1,2026-07-23 18:26:27,failed,insufficient_funds,2,card,90462.62,26,0.9243,0.0757,3764.16,23,0.7062,1,retry,retry,1,3352.1,train
PAY215738,C103183,2084.79,2026-05-23 05:18:08,failed,authentication_failure,1,card,2505.48,2,0.7716,0.2284,1623.53,29,0.5558,1,retry,send_payment_link,1,2084.79,train
PAY215739,C102227,2941.9,2026-03-30 08:31:10,failed,bank_decline,3,card,7818.21,3,0.7619,0.2381,3420.53,14,0.2758,0,stop,stop,0,0.0,test
PAY215740,C102426,5894.21,2026-05-08 11:31:56,failed,expired_card,1,card,22196.03,3,0.7507,0.2493,9855.47,23,0.4009,1,retry,send_payment_link,1,5894.21,train
PAY215741,C102129,8096.72,2026-03-01 17:54:43,failed,insufficient_funds,1,netbanking,23833.09,4,0.751,0.249,7933.53,60,0.7078,1,retry,retry,1,8096.72,test
PAY215742,C103822,5154.04,2026-04-15 11:21:03,failed,insufficient_funds,1,wallet,24467.16,7,0.876,0.124,3990.0,62,0.6696,0,retry,retry,1,5154.04,train
PAY215743,C101449,3369.75,2026-01-27 01:03:23,failed,bank_decline,2,card,21390.53,6,0.9833,0.0167,3625.59,23,0.5307,0,retry,send_payment_link,1,3369.75,train
