customer_id,segment,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success
C102983,regular,160340.74,30,0.9596,0.0404,5569.56,33
C102984,new,4005.58,2,0.7731,0.2269,2590.59,34
C102985,regular,253696.93,24,0.8008,0.1992,13200.66,44
C102986,new,6771.74,3,0.7976,0.2024,2830.09,20
C102987,regular,144432.44,26,0.9762,0.0238,5690.67,15
C102988,new,1237.57,1,0.8355,0.1645,1481.2,107
C102989,regular,165188.29,30,0.9308,0.0692,5915.43,41
C102990,high_value,3193352.3,69,0.9065,0.0935,51055.57,17
C102991,high_value,2306305.87,67,0.9364,0.0636,36761.96,23
C102992,regular,134963.55,33,0.995,0.005,4110.36,110
C102993,regular,23053.91,7,0.8462,0.1538,3891.79,84
C102994,regular,55183.99,27,0.8583,0.1417,2381.15,21
C102995,regular,48176.65,11,0.9524,0.0476,4598.52,14
C102996,regular,104144.75,31,0.8906,0.1094,3772.19,15
C102997,regular,41600.3,7,0.8568,0.1432,6935.99,78
C102998,at_risk,123892.02,23,0.6888,0.3112,7820.75,25
C102999,new,16502.13,2,0.8007,0.1993,10304.2,9
C103000,high_value,2320174.2,52,0.9428,0.0572,47324.82,24
C103001,regular,47035.17,13,0.8584,0.1416,4214.73,44
C103002,regular,54647.85,11,0.995,0.005,4992.95,32
C103003,high_value,455741.46,50,0.9589,0.0411,9505.51,85
C103004,new,8300.9,4,0.8429,0.1571,2462.06,44
C103005,high_value,302786.23,20,0.995,0.005,15215.39,49
C103006,regular,103355.69,23,0.8866,0.1134,5068.72,66
C103007,new,24842.01,5,0.7569,0.2431,6563.99,64
C103008,new,3540.27,1,0.8451,0.1549,4189.25,23
C103009,high_value,903891.5,37,0.995,0.005,24552.26,14
C103010,regular,31354.31,6,0.8255,0.1745,6330.07,42
C103011,high_value,1337367.65,25,0.9847,0.0153,54323.68,38
C103012,high_value,3463963.4,43,0.9545,0.0455,84393.36,45
C103013,regular,25181.6,6,0.8635,0.1365,4860.37,47
C103014,regular,66826.64,20,0.9218,0.0782,3624.88,102
C103015,regular,196753.95,34,0.8493,0.1507,6813.96,29
C103016,at_risk,121089.97,17,0.599,0.401,11891.2,49
C103017,new,12690.59,4,0.7441,0.2559,4263.92,14
C103018,regular,217914.81,21,0.8875,0.1125,11692.15,18
C103019,regular,113861.04,18,0.9068,0.0932,6975.88,36
C103020,regular,100427.98,25,0.8643,0.1357,4647.83,16
C103021,high_value,1636311.2,60,0.995,0.005,27408.9,56
C103022,regular,124574.48,22,0.9322,0.0678,6074.33,50
C103023,regular,35441.37,17,0.9908,0.0092,2104.24,21
C103024,regular,125006.62,23,0.9028,0.0972,6020.26,30
C103025,new,2449.26,1,0.7553,0.2447,3242.75,78
C103026,regular,30951.95,6,0.9891,0.0109,5215.36,42
C103027,high_value,540434.14,27,0.934,0.066,21430.78,141
C103028,regular,45612.51,13,0.902,0.098,3889.96,30
C103029,regular,101260.94,25,0.9424,0.0576,4297.99,33
C103030,high_value,638728.61,69,0.9043,0.0957,10236.55,36
C103031,new,5109.29,3,0.812,0.188,2097.39,8
C103032,regular,72846.27,15,0.9363,0.0637,5187.09,32
C103033,regular,75954.26,7,0.9671,0.0329,11219.51,31
C103034,at_risk,193902.23,31,0.6601,0.3399,9476.39,60
C103035,regular,103301.53,9,0.9685,0.0315,11851.27,80
C103036,regular,109457.3,31,0.905,0.095,3901.39,28
C103037,new,6911.18,5,0.7412,0.2588,1864.91,4
C103038,new,37674.01,4,0.8749,0.1251,10764.63,40
C103039,regular,61688.73,15,0.8413,0.1587,4888.37,16
C103040,regular,25157.93,6,0.8458,0.1542,4957.38,43
C103041,at_risk,216592.11,27,0.6454,0.3546,12428.8,42
C103042,high_value,1055940.76,22,0.995,0.005,48238.5,20
C103043,regular,251617.01,27,0.9185,0.0815,10145.72,41
C103044,high_value,441117.95,20,0.995,0.005,22166.73,9
C103045,at_risk,128286.15,36,0.5302,0.4698,6721.2,45
C103046,regular,131240.24,21,0.8875,0.1125,7041.57,63
C103047,regular,107309.62,19,0.8257,0.1743,6840.33,52
C103048,at_risk,235929.53,17,0.6551,0.3449,21184.27,24
C103049,regular,227426.31,31,0.8404,0.1596,8729.84,60
C103050,high_value,9369364.2,68,0.9025,0.0975,152670.42,56
C103051,new,6054.17,2,0.8031,0.1969,3769.11,57
C103052,regular,67268.36,15,0.9578,0.0422,4682.23,87
C103053,high_value,380678.8,20,0.9528,0.0472,19975.87,48
C103054,regular,283291.6,22,0.9357,0.0643,13762.39,15
C103055,regular,163794.94,27,0.9342,0.0658,6493.77,17
C103056,regular,84059.4,23,0.9003,0.0997,4059.46,48
C103057,new,10629.51,2,0.7307,0.2693,7273.13,7
C103058,regular,64305.63,12,0.9354,0.0646,5728.77,32
C103059,regular,300003.85,25,0.9376,0.0624,12798.95,27
C103060,regular,131994.57,27,0.9502,0.0498,5144.74,54
C103061,regular,91129.98,9,0.924,0.076,10957.88,12
C103062,regular,39512.49,10,0.8574,0.1426,4608.31,55
C103063,high_value,5205427.05,55,0.9911,0.0089,95497.37,30
C103064,regular,97045.89,25,0.9099,0.0901,4266.04,46
C103065,regular,74689.05,9,0.8883,0.1117,9342.56,13
C103066,regular,111733.52,31,0.8967,0.1033,4019.34,57
C103067,new,25794.17,4,0.7489,0.2511,8610.24,71
C103068,high_value,2522835.11,56,0.995,0.005,45277.01,180
C103069,regular,77820.62,9,0.8462,0.1538,10218.5,44
C103070,new,9851.9,5,0.7353,0.2647,2679.72,69
C103071,at_risk,104430.0,13,0.6052,0.3948,13273.31,16
C103072,high_value,559557.89,33,0.995,0.005,17041.51,84
C103073,high_value,610473.99,18,0.995,0.005,34085.65,10
C103074,high_value,1259649.21,31,0.8862,0.1138,45853.74,106
C103075,at_risk,154987.58,20,0.6808,0.3192,11382.58,41
C103076,regular,260302.34,34,0.9707,0.0293,7886.85,11
C103077,regular,86149.3,25,0.8572,0.1428,4020.18,28
C103078,regular,89603.59,18,0.7965,0.2035,6249.55,69
C103079,regular,56658.23,13,0.9068,0.0932,4806.53,32
C103080,regular,113465.37,15,0.9605,0.0395,7875.36,32
C103081,new,7850.35,2,0.8516,0.1484,4609.14,65
C103082,regular,431643.41,27,0.8708,0.1292,18358.47,34
C103083,high_value,474692.82,18,0.995,0.005,26504.34,80
C103084,high_value,2085558.12,51,0.8597,0.1403,47564.56,23
C103085,regular,127877.51,27,0.8934,0.1066,5301.1,7
C103086,regular,93235.45,12,0.8912,0.1088,8717.91,36
C103087,regular,133070.04,21,0.9619,0.0381,6587.97,39
C103088,regular,216872.31,34,0.9684,0.0316,6586.58,23
C103089,at_risk,160825.79,22,0.6629,0.3371,11027.03,45
C103090,high_value,2662143.28,63,0.8992,0.1008,46991.83,9
C103091,at_risk,234836.29,21,0.6588,0.3412,16973.86,46
C103092,high_value,2824394.2,69,0.9829,0.0171,41645.09,14
C103093,at_risk,287882.5,34,0.5448,0.4552,15541.88,11
C103094,regular,63038.99,13,0.817,0.183,5935.43,38
C103095,new,2979.39,1,0.8267,0.1733,3603.91,10
C103096,new,3820.11,3,0.7719,0.2281,1649.67,5
C103097,regular,89868.38,26,0.8522,0.1478,4056.1,50
C103098,regular,70390.34,10,0.9006,0.0994,7815.66,15
C103099,new,9883.03,4,0.7964,0.2036,3102.48,54
C103100,at_risk,27490.26,6,0.6163,0.3837,7434.56,29
C103101,new,10924.31,3,0.7102,0.2898,5127.62,38
C103102,at_risk,246871.34,23,0.7049,0.2951,15228.11,70
C103103,high_value,1745265.43,59,0.995,0.005,29729.42,48
C103104,regular,148882.48,30,0.8949,0.1051,5545.54,54
C103105,regular,35436.29,10,0.8967,0.1033,3951.76,53
C103106,regular,147225.41,14,0.9262,0.0738,11354.31,21
C103107,regular,112045.44,19,0.8592,0.1408,6863.77,47
C103108,new,10052.44,5,0.7945,0.2055,2530.44,17
C103109,at_risk,100353.43,20,0.5601,0.4399,8958.26,47
C103110,regular,83190.38,16,0.9068,0.0932,5733.62,28
C103111,regular,116464.25,10,0.8574,0.1426,13583.19,33
C103112,regular,48853.37,24,0.8597,0.1403,2367.79,98
C103113,regular,77288.27,6,0.9841,0.0159,13090.07,52
C103114,regular,124296.91,34,0.9127,0.0873,4005.62,22
C103115,regular,46990.65,7,0.9193,0.0807,7301.98,8
C103116,new,9769.32,5,0.6895,0.3105,2833.79,39
C103117,regular,62311.13,15,0.8831,0.1169,4703.78,10
C103118,regular,116527.56,32,0.9308,0.0692,3912.4,106
C103119,regular,123010.35,10,0.9187,0.0813,13389.08,34
C103120,new,8543.83,4,0.6831,0.3169,3127.0,65
C103121,regular,132693.66,8,0.9193,0.0807,18042.34,12
C103122,regular,143971.95,27,0.9265,0.0735,5755.34,51
C103123,regular,60521.17,8,0.9678,0.0322,7817.1,74
C103124,new,10363.2,1,0.7505,0.2495,13808.12,54
C103125,new,3607.78,5,0.6791,0.3209,1062.51,62
C103126,regular,185680.13,32,0.8651,0.1349,6706.97,48
C103127,new,14172.17,4,0.7306,0.2694,4849.28,26
C103128,regular,301717.75,19,0.9432,0.0568,16837.04,18
C103129,at_risk,166116.1,12,0.4977,0.5023,27811.34,20
C103130,regular,56082.57,31,0.8898,0.1102,2033.12,108
C103131,at_risk,301641.49,27,0.6842,0.3158,16329.36,42
C103132,new,4632.95,2,0.7803,0.2197,2968.61,79
C103133,new,5679.74,3,0.8203,0.1797,2307.9,23
C103134,high_value,794035.09,57,0.8861,0.1139,15720.73,59
C103135,high_value,1608754.88,63,0.8879,0.1121,28759.42,17
C103136,high_value,1874452.08,57,0.995,0.005,33050.38,30
C103137,new,11460.92,5,0.7846,0.2154,2921.64,25
C103138,high_value,515635.29,50,0.9646,0.0354,10690.65,100
C103139,regular,89387.25,13,0.8597,0.1403,7998.23,19
C103140,regular,39850.24,10,0.9145,0.0855,4357.43,55
C103141,new,19670.8,5,0.7284,0.2716,5400.86,48
C103142,at_risk,118380.13,33,0.6734,0.3266,5327.04,13
C103143,new,15180.45,3,0.9028,0.0972,5605.25,79
C103144,high_value,2230525.71,69,0.9818,0.0182,32926.47,85
C103145,regular,51744.44,33,0.8814,0.1186,1778.95,42
C103146,high_value,770037.63,32,0.846,0.154,28444.55,37
C103147,regular,124515.72,28,0.8342,0.1658,5330.85,7
C103148,high_value,541291.75,37,0.995,0.005,14703.02,11
C103149,new,2897.94,1,0.7337,0.2663,3949.84,29
C103150,new,21742.12,4,0.7633,0.2367,7120.98,17
C103151,regular,539987.75,32,0.9395,0.0605,17961.47,65
C103152,regular,66383.78,15,0.9767,0.0233,4531.15,11
C103153,new,24624.85,4,0.771,0.229,7984.52,10
C103154,new,4532.72,1,0.7618,0.2382,5950.1,52
C103155,regular,155891.67,17,0.9132,0.0868,10041.47,46
C103156,new,9224.22,5,0.7518,0.2482,2454.05,40
C103157,new,7280.29,2,0.7542,0.2458,4826.64,59
C103158,at_risk,557731.64,24,0.6385,0.3615,36393.98,22
C103159,regular,253895.99,22,0.9183,0.0817,12566.97,26
C103160,at_risk,10225.07,7,0.7159,0.2841,2040.34,45
C103161,at_risk,54214.68,7,0.6397,0.3603,12106.25,42
C103162,new,20136.21,5,0.8318,0.1682,4841.59,18
C103163,regular,105690.69,19,0.8618,0.1382,6454.77,72
C103164,regular,84295.57,13,0.9336,0.0664,6945.21,13
C103165,regular,35506.29,16,0.8775,0.1225,2529.04,28
C103166,new,4929.87,3,0.7978,0.2022,2059.79,14
C103167,new,2046.78,2,0.811,0.189,1261.91,138
C103168,new,735.19,1,0.7822,0.2178,939.84,38
C103169,regular,100322.87,23,0.995,0.005,4383.78,16
C103170,at_risk,66148.43,19,0.6843,0.3157,5087.98,26
C103171,regular,72156.67,7,0.963,0.037,10704.42,45
C103172,regular,95203.13,15,0.9444,0.0556,6720.59,65
C103173,at_risk,532435.13,28,0.6994,0.3006,27190.26,18
C103174,regular,94148.81,14,0.8453,0.1547,7955.31,88
C103175,new,3082.66,1,0.8417,0.1583,3662.58,37
C103176,high_value,1463412.41,64,0.9154,0.0846,24979.21,52
C103177,regular,49494.72,8,0.8846,0.1154,6993.9,24
C103178,new,13683.58,4,0.8053,0.1947,4248.17,47
C103179,regular,188578.52,9,0.9655,0.0345,21702.0,23
C103180,at_risk,80345.7,15,0.5681,0.4319,9428.77,27
C103181,regular,90991.45,20,0.8869,0.1131,5129.54,66
C103182,regular,114975.61,8,0.9144,0.0856,15717.55,50
C103183,new,2505.48,2,0.7716,0.2284,1623.53,29
C103184,new,28268.73,5,0.8184,0.1816,6908.03,64
C103185,new,7222.73,2,0.9346,0.0654,3864.01,44
C103186,high_value,791603.61,32,0.9789,0.0211,25271.62,6
C103187,high_value,2492008.82,31,0.9269,0.0731,86725.62,33
C103188,new,30360.42,5,0.7217,0.2783,8414.09,65
C103189,regular,100212.43,16,0.8954,0.1046,6995.23,106
C103190,new,16425.19,5,0.7377,0.2623,4453.15,15
C103191,new,1401.86,1,0.801,0.199,1750.05,63
C103192,regular,337798.63,22,0.9303,0.0697,16504.15,37
C103193,regular,91338.32,31,0.8892,0.1108,3313.7,13
C103194,regular,57270.74,8,0.995,0.005,7194.82,14
C103195,regular,82623.11,18,0.8769,0.1231,5234.52,15
C103196,regular,50791.01,8,0.9046,0.0954,7018.24,9
C103197,new,15251.68,4,0.8088,0.1912,4714.51,12
C103198,new,22186.76,5,0.8201,0.1799,5410.46,38
C103199,at_risk,48529.2,15,0.6775,0.3225,4775.38,6
C103200,high_value,762666.93,23,0.9793,0.0207,33860.95,18
C103201,at_risk,157124.6,35,0.6673,0.3327,6727.61,27
C103202,at_risk,14839.76,5,0.5901,0.4099,5029.83,18
C103203,regular,218016.22,18,0.9513,0.0487,12731.88,10
C103204,at_risk,30330.71,7,0.6607,0.3393,6558.01,36
C103205,regular,148773.13,19,0.9781,0.0219,8005.65,18
C103206,new,3456.6,2,0.7049,0.2951,2451.76,19
C103207,new,1013.27,1,0.7392,0.2608,1370.81,32
C103208,new,15261.41,5,0.817,0.183,3735.78,55
C103209,new,3619.56,3,0.6607,0.3393,1826.16,21
C103210,regular,343791.9,29,0.9321,0.0679,12717.93,22
C103211,regular,77503.45,18,0.9577,0.0423,4495.97,12
C103212,high_value,1486245.44,30,0.9341,0.0659,53038.72,65
C103213,regular,121502.82,33,0.8906,0.1094,4133.99,36
C103214,new,5306.36,1,0.7317,0.2683,7252.45,62
C103215,high_value,1237654.39,47,0.9365,0.0635,28117.69,69
C103216,regular,52400.42,9,0.8878,0.1122,6557.83,21
C103217,new,10063.18,5,0.7493,0.2507,2686.12,59
C103218,regular,39055.45,7,0.8768,0.1232,6363.28,39
C103219,regular,31611.99,6,0.8978,0.1022,5868.39,23
C103220,regular,55077.11,16,0.8973,0.1027,3836.48,20
C103221,high_value,670930.45,63,0.995,0.005,10703.21,36
C103222,high_value,900144.75,22,0.9423,0.0577,43422.83,42
C103223,regular,127934.75,11,0.9255,0.0745,12566.83,4
C103224,new,32386.4,4,0.754,0.246,10737.62,25
C103225,high_value,1013930.87,52,0.9335,0.0665,20888.41,41
C103226,regular,35492.65,8,0.8333,0.1667,5324.09,48
C103227,new,624.11,1,0.7093,0.2907,879.91,32
C103228,regular,146232.66,12,0.8557,0.1443,14241.29,47
C103229,regular,204364.22,34,0.9183,0.0817,6545.72,20
C103230,regular,258080.85,29,0.9584,0.0416,9285.35,46
C103231,new,5345.64,2,0.6996,0.3004,3820.5,42
C103232,regular,46920.92,6,0.8853,0.1147,8833.42,68
C103233,new,6367.87,1,0.7185,0.2815,8862.85,91
C103234,new,7535.89,5,0.7681,0.2319,1962.2,69
C103235,new,2614.4,1,0.8284,0.1716,3155.93,29
C103236,at_risk,38760.33,10,0.5999,0.4001,6461.24,13
C103237,regular,120003.85,32,0.9079,0.0921,4130.72,18
C103238,regular,85356.69,11,0.9755,0.0245,7954.71,90
C103239,regular,296984.18,17,0.9306,0.0694,18772.35,37
C103240,high_value,1316282.91,57,0.9258,0.0742,24943.6,43
C103241,regular,102694.25,15,0.9172,0.0828,7464.73,62
C103242,at_risk,111583.43,39,0.5828,0.4172,4909.59,35
C103243,regular,168508.62,17,0.9289,0.0711,10670.73,76
C103244,new,8653.12,4,0.8032,0.1968,2693.36,11
C103245,regular,226103.95,28,0.8485,0.1515,9517.21,49
C103246,regular,183660.56,26,0.9179,0.0821,7695.84,108
C103247,high_value,1027206.02,64,0.9547,0.0453,16811.5,80
C103248,high_value,1721516.15,56,0.9845,0.0155,31225.02,84
C103249,regular,156935.83,23,0.9474,0.0526,7202.05,10
C103250,at_risk,134566.21,22,0.6415,0.3585,9535.13,41
C103251,regular,188946.19,24,0.8964,0.1036,8783.07,32
C103252,regular,254233.73,27,0.952,0.048,9890.83,18
C103253,regular,29593.76,11,0.8707,0.1293,3089.82,41
C103254,new,4851.18,3,0.7206,0.2794,2244.12,13
C103255,high_value,1011772.14,23,0.8162,0.1838,53895.42,47
C103256,new,9562.64,3,0.7768,0.2232,4103.2,17
C103257,regular,110525.61,17,0.873,0.127,7447.06,45
C103258,regular,49055.46,9,0.9279,0.0721,5874.14,18
C103259,new,5212.13,5,0.6913,0.3087,1507.93,28
C103260,new,12225.91,5,0.7509,0.2491,3256.44,26
C103261,regular,126879.41,26,0.9312,0.0688,5240.74,32
C103262,new,3591.06,1,0.7337,0.2663,4894.73,34
C103263,regular,221556.93,18,0.9284,0.0716,13257.75,26
C103264,regular,92239.03,24,0.8849,0.1151,4343.03,15
C103265,regular,60327.45,22,0.9085,0.0915,3018.26,71
C103266,new,2455.3,1,0.8068,0.1932,3043.33,35
C103267,high_value,2044202.19,41,0.995,0.005,50109.14,42
C103268,at_risk,64391.22,10,0.6242,0.3758,10316.42,26
C103269,new,1358.07,1,0.7434,0.2566,1826.92,140
C103270,at_risk,37639.23,15,0.5994,0.4006,4186.41,37
C103271,regular,122866.29,13,0.9387,0.0613,10068.85,74
C103272,regular,25714.08,10,0.864,0.136,2976.02,28
C103273,regular,69036.74,34,0.902,0.098,2251.13,50
C103274,regular,133864.68,14,0.8926,0.1074,10711.84,31
C103275,high_value,4594500.74,67,0.9553,0.0447,71779.69,66
C103276,regular,55191.84,9,0.8646,0.1354,7092.94,24
C103277,regular,97562.83,14,0.8267,0.1733,8430.01,14
C103278,regular,152218.54,32,0.9334,0.0666,5096.06,42
C103279,new,22518.73,4,0.8234,0.1766,6837.24,69
C103280,regular,32727.57,13,0.8294,0.1706,3035.51,31
C103281,new,13445.46,3,0.7966,0.2034,5626.18,23
C103282,regular,110371.04,34,0.9587,0.0413,3385.9,11
C103283,new,1435.24,1,0.8068,0.1932,1778.89,70
C103284,new,2297.79,2,0.7612,0.2388,1509.22,17
C103285,regular,92244.87,19,0.8675,0.1325,5596.26,25
C103286,regular,88487.71,30,0.9136,0.0864,3228.38,25
C103287,regular,170136.84,24,0.9212,0.0788,7695.85,33
C103288,new,4435.65,3,0.7843,0.2157,1885.16,50
C103289,regular,31820.23,7,0.9019,0.0981,5040.22,115
C103290,regular,123961.3,20,0.8613,0.1387,7196.34,43
C103291,high_value,4862246.99,64,0.979,0.021,77600.59,12
C103292,regular,118654.01,18,0.9312,0.0688,7079.01,32
C103293,regular,81288.8,11,0.919,0.081,8040.91,44
C103294,regular,164383.65,21,0.915,0.085,8555.01,77
C103295,at_risk,71960.97,38,0.6956,0.3044,2722.54,71
C103296,high_value,435563.66,48,0.9319,0.0681,9737.33,31
C103297,regular,41646.97,8,0.9677,0.0323,5379.83,37
C103298,regular,163988.79,26,0.877,0.123,7192.11,40
C103299,new,16560.8,4,0.8299,0.1701,4988.78,37
C103300,at_risk,191820.34,29,0.6755,0.3245,9791.98,32
C103301,regular,192480.38,29,0.8968,0.1032,7400.94,93
C103302,regular,13463.47,8,0.9847,0.0153,1709.01,20
C103303,at_risk,86967.72,12,0.6411,0.3589,11304.38,63
C103304,regular,153418.41,19,0.8705,0.1295,9275.64,56
C103305,new,6390.09,2,0.7632,0.2368,4186.58,31
C103306,new,24302.96,5,0.831,0.169,5849.27,19
C103307,new,11630.44,5,0.8215,0.1785,2831.38,35
C103308,regular,146097.53,24,0.8624,0.1376,7058.77,52
C103309,new,5938.47,4,0.7737,0.2263,1918.77,1
C103310,at_risk,105178.59,13,0.6292,0.3708,12859.49,13
C103311,at_risk,47848.57,7,0.5972,0.4028,11446.74,3
C103312,regular,61739.67,7,0.995,0.005,8864.27,42
C103313,regular,50120.47,17,0.9205,0.0795,3202.84,41
C103314,regular,64438.05,13,0.9072,0.0928,5463.7,14
C103315,new,15904.62,3,0.8336,0.1664,6359.9,18
C103316,high_value,983688.3,67,0.9436,0.0564,15560.04,40
C103317,new,10079.39,5,0.8253,0.1747,2442.5,8
C103318,new,11141.62,4,0.705,0.295,3951.2,54
C103319,regular,22206.2,7,0.8896,0.1104,3566.06,29
C103320,new,3171.57,3,0.8272,0.1728,1278.02,33
C103321,regular,278410.93,29,0.9807,0.0193,9789.72,35
C103322,regular,47278.65,18,0.8752,0.1248,3001.13,12
C103323,high_value,520656.45,51,0.92,0.08,11097.19,36
C103324,regular,98518.3,27,0.9355,0.0645,3900.26,50
C103325,high_value,712421.13,18,0.932,0.068,42468.35,19
C103326,regular,180095.66,23,0.8979,0.1021,8720.49,18
C103327,high_value,1325277.47,65,0.995,0.005,20491.34,110
C103328,regular,126222.72,31,0.8855,0.1145,4598.11,16
C103329,regular,108961.27,34,0.8216,0.1784,3900.82,24
C103330,at_risk,399499.67,32,0.5615,0.4385,22235.89,82
C103331,regular,224118.2,23,0.9104,0.0896,10702.72,8
C103332,new,5047.04,3,0.6961,0.3039,2416.66,31
C103333,regular,157042.73,16,0.8966,0.1034,10946.76,49
C103334,regular,147477.9,18,0.8474,0.1526,9669.16,32
C103335,regular,295761.35,29,0.9838,0.0162,10366.64,7
C103336,regular,102492.82,18,0.995,0.005,5722.66,13
C103337,high_value,501952.03,24,0.9124,0.0876,22923.17,5
C103338,regular,112404.58,21,0.9216,0.0784,5808.23,29
C103339,regular,43392.42,11,0.8668,0.1332,4551.05,44
C103340,regular,217171.87,34,0.8961,0.1039,7128.16,19
C103341,high_value,927417.94,35,0.995,0.005,26630.81,26
C103342,new,25599.01,5,0.759,0.241,6745.47,26
C103343,new,5056.61,3,0.7671,0.2329,2197.2,74
C103344,regular,101237.73,24,0.8676,0.1324,4862.04,39
C103345,regular,73883.31,15,0.9616,0.0384,5122.36,36
C103346,high_value,843010.8,28,0.8132,0.1868,37025.66,66
C103347,regular,177033.56,22,0.8901,0.1099,9040.8,10
C103348,high_value,685589.9,54,0.9579,0.0421,13253.62,39
C103349,regular,186599.48,17,0.8803,0.1197,12469.66,22
C103350,new,4866.37,1,0.8189,0.1811,5942.86,80
C103351,new,3207.93,5,0.8341,0.1659,769.2,66
C103352,new,1743.2,1,0.7165,0.2835,2433.08,22
C103353,regular,80512.94,10,0.995,0.005,8091.75,27
C103354,regular,457314.82,31,0.846,0.154,17438.42,15
C103355,regular,132319.65,31,0.968,0.032,4409.53,60
C103356,regular,65051.85,30,0.9167,0.0833,2365.33,51
C103357,regular,136715.46,16,0.8873,0.1127,9629.66,28
C103358,regular,49278.17,13,0.8916,0.1084,4251.59,28
C103359,regular,35559.68,7,0.9085,0.0915,5591.63,23
C103360,regular,60958.54,27,0.9194,0.0806,2455.71,77
C103361,regular,51645.66,15,0.8686,0.1314,3963.93,30
C103362,regular,79330.11,31,0.8995,0.1005,2845.04,24
C103363,regular,138900.32,31,0.8753,0.1247,5118.88,56
C103364,regular,40275.65,9,0.8553,0.1447,5232.03,3
C103365,regular,190842.73,32,0.8732,0.1268,6829.7,27
C103366,regular,110319.02,10,0.8583,0.1417,12853.93,61
C103367,regular,168094.52,20,0.8911,0.1089,9431.93,89
C103368,new,10012.75,4,0.7995,0.2005,3131.09,20
C103369,regular,46325.32,19,0.9154,0.0846,2663.41,47
C103370,high_value,238984.49,16,0.995,0.005,15011.59,20
C103371,new,29571.9,4,0.6805,0.3195,10863.56,116
C103372,high_value,1472730.07,50,0.9811,0.0189,30021.4,37
C103373,new,3832.02,3,0.7803,0.2197,1637.01,51
C103374,regular,283709.45,33,0.9467,0.0533,9081.24,3
C103375,regular,162820.57,25,0.9422,0.0578,6912.06,23
C103376,new,4182.39,1,0.7726,0.2274,5413.57,56
C103377,at_risk,86416.42,9,0.6278,0.3722,15295.15,10
C103378,regular,167366.42,31,0.8765,0.1235,6159.51,37
C103379,at_risk,443599.49,15,0.6476,0.3524,45664.9,91
C103380,regular,121873.76,23,0.8255,0.1745,6419.35,58
C103381,high_value,3578097.32,62,0.995,0.005,58003.75,48
C103382,at_risk,631663.24,17,0.619,0.381,60031.07,24
C103383,regular,187337.33,29,0.8881,0.1119,7274.0,12
C103384,regular,119891.32,30,0.8995,0.1005,4442.71,32
C103385,regular,159252.73,30,0.9028,0.0972,5879.72,52
C103386,regular,205213.31,17,0.9684,0.0316,12465.55,15
C103387,at_risk,50782.65,26,0.7655,0.2345,2551.48,58
C103388,regular,72394.51,17,0.9649,0.0351,4413.44,39
C103389,regular,110947.79,34,0.8846,0.1154,3689.03,18
C103390,new,16871.21,3,0.8083,0.1917,6957.14,7
C103391,regular,159515.88,27,0.9403,0.0597,6283.1,9
C103392,at_risk,28842.58,26,0.5784,0.4216,1918.04,31
C103393,new,7918.89,5,0.7233,0.2767,2189.77,70
C103394,high_value,1642342.94,58,0.9572,0.0428,29583.86,18
C103395,at_risk,167219.48,32,0.6563,0.3437,7961.66,77
C103396,new,3884.75,2,0.7075,0.2925,2745.53,6
C103397,new,11475.05,4,0.7476,0.2524,3837.5,35
C103398,regular,104516.01,32,0.9358,0.0642,3490.31,32
C103399,regular,50555.13,22,0.9119,0.0881,2520.03,44
C103400,new,5636.8,5,0.8437,0.1563,1336.16,38
C103401,high_value,539424.0,31,0.8965,0.1035,19409.93,24
C103402,regular,171240.43,32,0.995,0.005,5378.15,24
C103403,at_risk,91729.29,15,0.5508,0.4492,11102.75,62
C103404,high_value,511728.4,64,0.8687,0.1313,9204.41,36
C103405,high_value,1649029.36,34,0.9573,0.0427,50661.64,3
C103406,regular,322014.13,26,0.8589,0.1411,14418.96,26
C103407,regular,156050.21,27,0.9083,0.0917,6363.45,28
C103408,regular,71518.18,11,0.9067,0.0933,7170.82,28
C103409,new,10039.86,5,0.7712,0.2288,2603.73,56
C103410,regular,38644.41,22,0.8721,0.1279,2014.2,21
C103411,new,19240.96,3,0.7995,0.2005,8022.39,40
C103412,regular,200032.62,27,0.8957,0.1043,8271.13,92
C103413,new,8157.21,2,0.8297,0.1703,4915.97,71
C103414,regular,172791.85,28,0.9019,0.0981,6842.5,20
C103415,regular,128949.17,33,0.8666,0.1334,4509.11,37
C103416,regular,89785.35,15,0.8341,0.1659,7176.63,1
C103417,high_value,991041.44,52,0.9523,0.0477,20014.06,50
C103418,new,9140.04,4,0.7229,0.2771,3160.96,11
C103419,high_value,602799.36,42,0.8993,0.1007,15960.34,33
C103420,high_value,206797.93,18,0.9837,0.0163,11678.72,30
C103421,regular,82938.77,14,0.83,0.17,7137.55,68
C103422,regular,120137.5,34,0.9735,0.0265,3629.46,41
C103423,regular,243286.22,34,0.9172,0.0828,7801.54,30
C103424,new,8792.32,3,0.778,0.222,3766.93,53
C103425,regular,119257.6,11,0.8634,0.1366,12556.35,76
C103426,new,16632.16,4,0.8144,0.1856,5105.67,2
C103427,high_value,195739.36,15,0.9599,0.0401,13594.86,21
C103428,at_risk,80751.15,18,0.5891,0.4109,7614.97,94
C103429,high_value,428335.42,25,0.969,0.031,17681.69,124
C103430,regular,76541.3,16,0.8343,0.1657,5734.12,18
C103431,regular,111329.79,33,0.8364,0.1636,4033.46,61
C103432,at_risk,129580.84,18,0.5696,0.4304,12638.77,18
